ds,yhat,yhat_lower,yhat_upper
2023-07-06,119.62843946581037,111.9990609418622,127.05109572283337
2023-07-07,119.78271361083338,112.42855052429906,126.92870624530127
2023-07-10,120.22668753002365,112.7950612743469,127.59186018871593
2023-07-11,120.36542699953591,112.80474632849689,127.55339911530707
2023-07-12,120.48740773784694,113.05059720944334,127.81611924999821
2023-07-13,120.61149641851134,113.01231519932807,127.93939132135354
2023-07-14,120.74916828609753,113.44077689307373,127.72962490165797
2023-07-17,121.11881740918112,113.07681389319504,128.86356818998237
2023-07-18,121.226392721632,113.66619755730166,128.79365302172377
2023-07-19,121.31499918395825,114.17324642284747,128.67438065991212
2023-07-20,121.40412684469293,114.015996995615,128.67552746068
2023-07-21,121.50588082593278,114.00550222606651,128.8970807278478
2023-07-24,121.76821400424686,113.94675966830974,129.12567928858152
2023-07-25,121.84211616598391,114.38386020661574,129.169721157432
2023-07-26,121.8989923184688,114.18683149445677,129.81644729212184
2023-07-27,121.95880354402814,114.72063087314466,129.54849505985302
2023-07-28,122.03407444148478,114.09006866886456,129.49413814576835
2023-07-31,122.23729486432491,114.31940146690985,129.87980783781168
2023-08-01,122.2990794465056,115.00835870237312,129.52253137173153
2023-08-02,122.3478789515266,114.67462886449829,129.55700541250272
2023-08-03,122.40370946430305,114.82259393758288,129.5395504694102
2023-08-04,122.47909003569644,114.67835569578493,129.74550737246906
2023-08-08,122.78335614758008,115.47080832525191,130.27752239481148
2023-08-09,122.8507128856574,115.60169449556807,130.12963530618325
2023-08-10,122.92805810394293,115.75414826311591,130.29680437196885
2023-08-11,123.02757732807187,115.72684029037693,130.26798135529793
2023-08-14,123.33918571255927,116.40310252277527,130.2992534958532
2023-08-15,123.44707484211257,115.83097041089846,130.85892653594706
2023-08-16,123.54586639359604,115.80664879624644,130.60293913169116
2023-08-17,123.65484795304124,116.57810373425022,130.88805193993184
2023-08-18,123.78577799454813,117.00074416669695,131.40135920276603
2023-08-21,124.18611464893051,116.8273848560706,131.91969962218977
2023-08-22,124.32043195122519,116.97304383256129,131.45276342130256
2023-08-23,124.44347083626904,116.9668826814495,131.91569956010156
2023-08-24,124.57419270109968,116.76558658920354,131.2319075157411
2023-08-25,124.72406010854758,117.25109956784793,132.52213605547507
2023-08-28,125.16195190005286,117.65489358647028,132.66628015581372
2023-08-29,125.30174777073084,117.72412730999278,133.486987190297
2023-08-30,125.42653893120603,117.72397488878171,132.8239393175849
2023-08-31,125.5552289787072,118.41611867206642,132.8360222846888
2023-09-01,125.69926827573099,118.26213349302651,133.03011018308231
2023-09-05,126.21704308930775,118.44914676928389,133.90024799839765
